0901110,CT-0370011,Derby School District,New Haven County,35 Fifth Street,Derby,CT,06418,,(203)736-5027,1298.00000,116.30000,5.00000,21,Suburb: Large,11.20000000,Regular School District
0901170,CT-0400011,East Granby School District,Hartford County,Box 674,East Granby,CT,06026,,(860)653-6486,848.00000,82.05000,4.00000,41,Rural: Fringe,10.30000000,Regular School District
0901200,CT-0410011,East Haddam School District,Middlesex County,Box 401,Moodus,CT,06469,,(860)873-5090,1007.00000,96.40000,3.00000,31,Town: Fringe,10.40000000,Regular School District
0901230,CT-0420011,East Hampton School District,Middlesex County,94 Main Street,East Hampton,CT,06424,,(860)365-4000,1864.00000,137.80000,4.00000,31,Town: Fringe,13.50000000,Regular School District
0901260,CT-0430011,East Hartford School District,Hartford County,1110 Main Street,East Hartford,CT,06108,,(860)622-5101,6812.00000,511.00000,12.00000,13,City: Small,13.30000000,Regular School District
0901290,CT-0440011,East Haven School District,New Haven County,35 Wheelbarrow Lane,East Haven,CT,06513,,(203)468-3261,2868.00000,229.00000,8.00000,21,Suburb: Large,12.50000000,Regular School District
0901320,CT-0450011,East Lyme School District,New London County,PO Box 220,East Lyme,CT,06333,,(860)739-3966,2693.00000,238.15000,5.00000,41,Rural: Fringe,11.30000000,Regular School District
0901350,CT-0470011,East Windsor School District,Hartford County,70 South Main Street,East Windsor,CT,06088,,(860)623-3346,1092.00000,106.60000,3.00000,41,Rural: Fringe,10.20000000,Regular School District
0901360,CT-2530014,Eastern Connecticut Regional Educational Service Center,Windham County,376 Hartford Turnpike,Hampton,CT,06247,,(860)455-0707,429.00000,72.82000,3.00000,21,Suburb: Large,5.90000000,
0901380,CT-0390011,Eastford School District,Windham County,Box 158,Eastford,CT,06242,,(860)974-1130,165.00000,14.86000,1.00000,42,Rural: Distant,11.10000000,Regular School District
0901410,CT-0460011,Easton School District,Fairfield County,PO Box 500,Easton,CT,06612,,(203)261-2513,897.00000,72.80000,2.00000,41,Rural: Fringe,12.30000000,Regular School District
0903512,CT-2420014,EDUCATION CONNECTION,Fairfield County,345 Main Street,Danbury,CT,06810,,(860)567-0863,278.00000,24.55000,0.00000,13,City: Small,11.30000000,Regional District
0901440,CT-0480011,Ellington School District,Tolland County,P.O. Box 179,Ellington,CT,06029,0179,(860)896-2300,2732.00000,210.40000,5.00000,21,Suburb: Large,13.00000000,Regular School District
0900214,CT-2890013,Elm City College Preparatory School District,New Haven County,370 James Street,New Haven,CT,06513,,(203)498-0702,756.00000,50.75000,1.00000,12,City: Midsize,14.90000000,Other Education Agency
0900216,CT-2910013,Elm City Montessori School District,New Haven County,495 Blake Street,New Haven,CT,06515,,(475)220-4100,199.00000,3.40000,1.00000,12,City: Midsize,58.50000000,Other Education Agency
0901470,CT-0490011,Enfield School District,Hartford County,1010 Enfield Street,Enfield,CT,06082,,(860)253-6500,5070.00000,411.80000,10.00000,21,Suburb: Large,12.30000000,Regular School District
0901500,CT-0500011,Essex School District,Middlesex County,PO Box 187,Deep River,CT,06417,,(860)526-2417,332.00000,32.80000,1.00000,21,Suburb: Large,10.10000000,Regular School District
0900018,CT-2720013,Explorations District,Litchfield County,71 Spencer St.,Winsted,CT,06098,,(860)738-9070,88.00000,11.40000,1.00000,41,Rural: Fringe,7.70000000,Other Education Agency
0901530,CT-0510011,Fairfield School District,Fairfield County,501 Kings Highway East,Fairfield,CT,06825,,(203)255-8371,9805.00000,812.37000,16.00000,21,Suburb: Large,12.10000000,Regular School District
0901560,CT-0520011,Farmington School District,Hartford County,One Monteith Drive,Farmington,CT,06032,,(860)673-8270,4082.00000,324.70000,7.00000,21,Suburb: Large,12.60000000,Regular School District
0901590,CT-0530011,Franklin School District,New London County,206 Pond Road,North Franklin,CT,06254,,(860)642-6113,154.00000,15.05000,1.00000,41,Rural: Fringe,10.20000000,Regular School District
0901620,CT-0540011,Glastonbury School District,Hartford County,P.O.Box191,Glastonbury,CT,06033,,(860)652-7951,5876.00000,425.90000,8.00000,21,Suburb: Large,13.80000000,Regular School District
0901680,CT-0560011,Granby School District,Hartford County,15-B North Granby Road,Granby,CT,06035,,(860)844-5250,1871.00000,142.00000,4.00000,21,Suburb: Large,13.20000000,Regular School District
0900219,CT-2940013,Great Oaks Charter School District,Fairfield County,375 Howard Avenue,Bridgeport,CT,06605,,(203)870-8188,465.00000,27.00000,1.00000,12,City: Midsize,17.20000000,Other Education Agency
0901710,CT-0570011,Greenwich School District,Fairfield County,290 Grenwich Ave,Granby,CT,06830,,(203)625-7400,9074.00000,772.75000,15.00000,21,Suburb: Large,11.70000000,Regular School District
0901740,CT-0580011,Griswold School District,New London County,211 Slater Avenue,Griswold,CT,06351,,(860)376-7600,1765.00000,138.90000,4.00000,41,Rural: Fringe,12.70000000,Regular School District
0901770,CT-0590011,Groton School District,New London County,P. O. Box K,Groton,CT,06340,,(860)572-2100,4298.00000,371.00000,9.00000,22,Suburb: Midsize,11.60000000,Regular School District
0901800,CT-0600011,Guilford School District,New Haven County,Box 367,Guilford,CT,06437,,(203)453-8200,3291.00000,269.30000,7.00000,21,Suburb: Large,12.20000000,Regular School District
0901860,CT-0620011,Hamden School District,New Haven County,60 Putnam Avenue,Hamden,CT,06517,,(203)407-2000,5336.00000,425.00000,10.00000,21,Suburb: Large,12.60000000,Regular School District
0901890,CT-0630011,Hampton School District,Windham County,380 Main Street,Hampton,CT,06247,1416,(860)455-9409,93.00000,11.40000,1.00000,42,Rural: Distant,8.20000000,Regular School District
0901920,CT-0640011,Hartford School District,Hartford County,960 Main Street,Hartford,CT,06103,,(860)695-8000,19051.00000,1314.73000,38.00000,12,City: Midsize,14.50000000,Regular School District
0901950,CT-0650011,Hartland School District,Hartford County,30 South Road,East Hartland,CT,06027,,(860)653-7207,160.00000,14.90000,1.00000,41,Rural: Fringe,10.70000000,Regular School District
0902010,CT-0670011,Hebron School District,Tolland County,580 Gilead Street,Hebron,CT,06248,,(860)228-2577,663.00000,58.50000,2.00000,41,Rural: Fringe,11.30000000,Regular School District
0900207,CT-2860013,Highville Charter School District,New Haven County,One Science Park,New Haven,CT,06511,,(203)287-0528,502.00000,29.00000,1.00000,12,City: Midsize,17.30000000,Other Education Agency
0900010,CT-2640013,Integrated Day Charter School District,New London County,68 Thermos Ave.,Norwich,CT,06360,,(860)892-1900,337.00000,22.70000,1.00000,13,City: Small,14.80000000,Other Education Agency
0900011,CT-2650013,Interdistrict School for Arts and Comm District,New London County,190 Governor Winthrop Blvd.,New London,CT,06320,,(860)447-1003,278.00000,20.00000,1.00000,13,City: Small,13.90000000,Other Education Agency
0900222,CT-3480015,Judicial Centers,†,936 Silas Deane Hwy.,Wethersfield,CT,06109,,(860)721-2158,†,†,0.00000,†,†,†,
0900007,CT-2610013,Jumoke Academy District,Hartford County,999 Asylum Ave,Hartford,CT,06105,,(860)527-0575,717.00000,49.00000,1.00000,12,City: Midsize,14.60000000,Other Education Agency
0902040,CT-0680011,Kent School District,Litchfield County,246 Warren Turnpike Road,Falls Village,CT,06031,,(860)927-3537,213.00000,27.50000,1.00000,42,Rural: Distant,7.70000000,Regular School District
0902070,CT-0690011,Killingly School District,Windham County,PO BOX 210,Danielson,CT,06239,,(860)779-6600,2462.00000,196.90000,4.00000,41,Rural: Fringe,12.50000000,Regular School District
0903450,CT-2450014,Learn,New London County,44 Hatchetts Hill Road,Old Lyme,CT,06371,,(860)434-4800,2509.00000,207.43000,7.00000,13,City: Small,12.10000000,
0902130,CT-0710011,Lebanon School District,New London County,891 Exeter Road,Lebanon,CT,06249,,(860)642-7795,990.00000,90.60000,3.00000,42,Rural: Distant,10.90000000,Regular School District
0902160,CT-0720011,Ledyard School District,New London County,4 Blonder Boulevard,Ledyard,CT,06339,,(860)464-9255,2417.00000,172.57000,5.00000,41,Rural: Fringe,14.00000000,Regular School District
0902190,CT-0730011,Lisbon School District,New London County,15 Newent Road,Lisbon,CT,06351,,(860)376-5565,401.00000,33.00000,1.00000,41,Rural: Fringe,12.20000000,Regular School District
0902220,CT-0740011,Litchfield School District,Litchfield County,P.O. Box 110,Litchfield,CT,06759,,(860)567-7500,890.00000,92.00000,4.00000,41,Rural: Fringe,9.70000000,Regular School District
0902280,CT-0760011,Madison School District,New Haven County,10 Campus Drive,Madison,CT,06443,,(203)245-6300,2717.00000,245.00000,5.00000,21,Suburb: Large,11.10000000,Regular School District
0902310,CT-0770011,Manchester School District,Hartford County,45 North School Street,Manchester,CT,06042,2010,(860)647-3441,6200.00000,571.62000,10.00000,21,Suburb: Large,10.80000000,Regular School District
0902340,CT-0780011,Mansfield School District,Tolland County,4 South Eagleville Road,Storrs,CT,06268,,(860)429-3350,1142.00000,103.00000,4.00000,41,Rural: Fringe,11.10000000,Regular School District
0902370,CT-0790011,Marlborough School District,Hartford County,25 School Drive,Marlborough,CT,06447,,(860)295-6236,449.00000,36.30000,1.00000,41,Rural: Fringe,12.40000000,Regular School District
0902400,CT-0800011,Meriden School District,New Haven County,Box 848,Meriden,CT,06450,,(203)630-4171,7921.00000,545.98000,12.00000,21,Suburb: Large,14.50000000,Regular School District
0902490,CT-0830011,Middletown School District,Middlesex County,311 Hunting Hill Avenue,Middletown,CT,06457,,(860)638-1401,4578.00000,362.67000,11.00000,13,City: Small,12.60000000,Regular School District
0902520,CT-0840011,Milford School District,New Haven County,70 West River Street,Milford,CT,06460,,(203)783-3402,5599.00000,524.50000,13.00000,13,City: Small,10.70000000,Regular School District
0902550,CT-0850011,Monroe School District,Fairfield County,375 Monroe Turnpike,Monroe,CT,06468,,(203)452-2860,3105.00000,227.10000,5.00000,21,Suburb: Large,13.70000000,Regular School District
0902580,CT-0860011,Montville School District,New London County,800 Old Colchester Road,Oakdale,CT,06370,,(860)848-1228,2059.00000,179.10000,5.00000,22,Suburb: Midsize,11.50000000,Regular School District
0902640,CT-0880011,Naugatuck School District,New Haven County,497 Rubber Avenue,Naugatuck,CT,06770,,(203)720-5265,4306.00000,290.10000,9.00000,22,Suburb: Midsize,14.80000000,Regular School District
0900028,CT-2800013,New Beginnings Inc Family Academy District,Fairfield County,184 Garden St.,Bridgeport,CT,06605,,(203)384-2897,482.00000,33.00000,1.00000,12,City: Midsize,14.60000000,Other Education Agency
0902670,CT-0890011,New Britain School District,Hartford County,P.O. Box 1960,New Britain,CT,06050,1960,(860)827-2200,10118.00000,704.12000,14.00000,21,Suburb: Large,14.40000000,Regular School District
0902700,CT-0900011,New Canaan School District,Fairfield County,39 Locust Avenue,New Canaan,CT,06840,,(203)594-4018,4161.00000,342.15000,5.00000,21,Suburb: Large,12.20000000,Regular School District
0902730,CT-0910011,New Fairfield School District,Fairfield County,3 Brush Hill Road,New Fairfield,CT,06812,,(203)312-5770,2237.00000,184.80000,4.00000,22,Suburb: Midsize,12.10000000,Regular School District
0902760,CT-0920011,New Hartford School District,Litchfield County,Box 315,New Hartford,CT,06057,,(860)379-8546,446.00000,35.70000,3.00000,41,Rural: Fringe,12.50000000,Regular School District
0902790,CT-0930011,New Haven School District,New Haven County,54 Meadow Street,New Haven,CT,06519,,(475)220-1000,21075.00000,1569.90000,39.00000,12,City: Midsize,13.40000000,Regular School District
0902820,CT-0950011,New London School District,New London County,134 Williams Street,New London,CT,06320,,(860)447-6000,3512.00000,262.32000,8.00000,13,City: Small,13.40000000,Regular School District
0902850,CT-0960011,New Milford School District,Litchfield County,50 East Street,New Milford,CT,06776,,(860)355-8406,3977.00000,304.95000,5.00000,22,Suburb: Midsize,13.00000000,Regular School District
0902880,CT-0940011,Newington School District,Hartford County,131 Cedar Street,Newington,CT,06111,,(860)667-2000,4031.00000,291.85000,7.00000,21,Suburb: Large,13.80000000,Regular School District
0902910,CT-0970011,Newtown School District,Fairfield County,3 Primrose Street,Newtown,CT,06470,,(203)426-7620,4282.00000,338.98000,7.00000,22,Suburb: Midsize,12.60000000,Regular School District
0902940,CT-0980011,Norfolk School District,Litchfield County,128 Greenwoods Rd East,Norfolk,CT,06058,,(860)542-5553,95.00000,8.90000,1.00000,42,Rural: Distant,10.70000000,Regular School District
0902970,CT-0990011,North Branford School District,New Haven County,PO Box 129,Northford,CT,06472,,(203)484-1440,1729.00000,141.40000,4.00000,21,Suburb: Large,12.20000000,Regular School District
0903000,CT-1000011,North Canaan School District,Litchfield County,246 Warren Turnpike Road,Falls Village,CT,06031,,(860)824-5149,255.00000,27.67000,1.00000,42,Rural: Distant,9.20000000,Regular School District
0903030,CT-1010011,North Haven School District,New Haven County,5 Linsley Street,North Haven,CT,06473,,(203)239-2581,3141.00000,261.80000,6.00000,21,Suburb: Large,12.00000000,Regular School District
0903060,CT-1020011,North Stonington School District,New London County,298 Norwich/Westerly Road,North Stonington,CT,06359,,(860)535-2800,724.00000,73.90000,2.00000,41,Rural: Fringe,9.80000000,Regular School District
0903090,CT-1030011,Norwalk School District,Fairfield County,Box 6001,Norwalk,CT,06852,,(203)854-4000,11421.00000,854.51000,21.00000,13,City: Small,13.40000000,Regular School District
0905371,CT-9010022,Norwich Free Academy District,New London County,305 Broadway,Norwich,CT,06360,,(860)887-2505,2256.00000,163.60000,1.00000,13,City: Small,13.80000000,Regular School District
0903120,CT-1040011,Norwich School District,New London County,90 Town Street,Norwich,CT,06360,,(860)823-4200,3510.00000,254.00000,10.00000,13,City: Small,13.80000000,Regular School District
0900009,CT-2630013,Odyssey Community School District,Hartford County,579 Middle Tpke West,Manchester,CT,06040,,(860)645-1234,329.00000,29.00000,1.00000,21,Suburb: Large,11.30000000,Other Education Agency
0900001,CT-3490015,Office of Early Childhood,Hartford County,460 Capitol Avenue,Hartford,CT,06106,,(860)418-6148,†,†,0.00000,12,City: Midsize,†,State District
0903180,CT-1060011,Old Saybrook School District,Middlesex County,50 Sheffield Street,Old Saybrook,CT,06475,,(860)395-3157,1212.00000,121.90000,3.00000,21,Suburb: Large,9.90000000,Regular School District
0903210,CT-1070011,Orange School District,New Haven County,637 Orange Center Road,Orange,CT,06477,,(203)891-8020,1180.00000,100.00000,4.00000,21,Suburb: Large,11.80000000,Regular School District
0903240,CT-1080011,Oxford School District,New Haven County,144 Oxford Rd Unit 1B,Oxford,CT,06478,,(203)888-7754,1789.00000,133.40000,4.00000,21,Suburb: Large,13.40000000,Regular School District
0900033,CT-2830013,Park City Prep Charter School District,Fairfield County,1550 State Street,Bridgeport,CT,06605,,(203)953-3766,360.00000,21.00000,1.00000,12,City: Midsize,17.10000000,Other Education Agency
0903270,CT-1090011,Plainfield School District,Windham County,651 Norwich Road,Plainfield,CT,06374,,(860)564-6403,2189.00000,166.70000,5.00000,21,Suburb: Large,13.10000000,Regular School District
0903300,CT-1100011,Plainville School District,Hartford County,1 Central Square,Plainville,CT,06062,,(860)793-3200,2337.00000,191.00000,5.00000,21,Suburb: Large,12.20000000,Regular School District
0903330,CT-1110011,Plymouth School District,Litchfield County,77 East Main Street,Terryville,CT,06786,,(860)314-8005,1419.00000,108.60000,4.00000,21,Suburb: Large,13.10000000,Regular School District
0903360,CT-1120011,Pomfret School District,Windham County,20 Pomfret Street,Pomfret Center,CT,06259,,(860)928-2718,379.00000,35.20000,1.00000,41,Rural: Fringe,10.80000000,Regular School District
0903390,CT-1130011,Portland School District,Middlesex County,33 East Main Street,Portland,CT,06480,,(860)342-6790,1313.00000,104.20000,5.00000,21,Suburb: Large,12.60000000,Regular School District
0903420,CT-1140011,Preston School District,New London County,325 Shetucket Turnpike,Preston,CT,06365,,(860)889-6098,440.00000,35.00000,2.00000,41,Rural: Fringe,12.60000000,Regular School District
0903480,CT-1160011,Putnam School District,Windham County,152 Woodstock Avenue,Putnam,CT,06260,,(860)963-6900,1201.00000,98.00000,3.00000,21,Suburb: Large,12.30000000,Regular School District
0903510,CT-1170011,Redding School District,Fairfield County,PO Box 500,Easton,CT,06612,,(203)261-2513,854.00000,76.20000,2.00000,41,Rural: Fringe,11.20000000,Regular School District
0903600,CT-2010012,Regional School District 01,Litchfield County,246 Warren Turnpike Road,Falls Village,CT,06031,,(860)824-0855,387.00000,37.10000,1.00000,42,Rural: Distant,10.40000000,Regular School District
0903630,CT-2040012,Regional School District 04,Middlesex County,Box 187,Deep River,CT,06417,,(860)526-2417,885.00000,74.90000,2.00000,21,Suburb: Large,11.80000000,Regular School District
0903660,CT-2050012,Regional School District 05,New Haven County,25 Newton Road,Woodbridge,CT,06525,,(203)397-4811,2167.00000,186.16000,3.00000,21,Suburb: Large,11.60000000,Regular School District
0903515,CT-2060012,Regional School District 06,Litchfield County,98 WAMOGO Road,Litchfield,CT,06759,,(860)567-7400,909.00000,61.05000,4.00000,41,Rural: Fringe,14.90000000,Regular School District
0903720,CT-2070012,Regional School District 07,Litchfield County,PO Box 656,Winsted,CT,06098,,(860)379-1084,1063.00000,89.50000,2.00000,31,Town: Fringe,11.90000000,Regular School District
0903750,CT-2080012,Regional School District 08,Tolland County,85 Wall Street,Hebron,CT,06248,,(860)228-2115,1435.00000,130.50000,2.00000,41,Rural: Fringe,11.00000000,Regular School District
0903780,CT-2090012,Regional School District 09,Fairfield County,PO B,Easton,CT,06612,,(203)261-2513,875.00000,63.20000,1.00000,41,Rural: Fringe,13.80000000,Regular School District
0903520,CT-2100012,Regional School District 10,Hartford County,24 Lyon Road,Burlington,CT,06013,,(860)673-2538,2260.00000,189.40000,4.00000,41,Rural: Fringe,11.90000000,Regular School District
0903570,CT-2110012,Regional School District 11,Windham County,Box 277,Chaplin,CT,06235,,(860)455-9306,225.00000,28.60000,1.00000,41,Rural: Fringe,7.90000000,Regular School District
0903530,CT-2120012,Regional School District 12,Litchfield County,PO Box 386,Washington Depot,CT,06794,,(860)868-6100,683.00000,77.90000,4.00000,41,Rural: Fringe,8.80000000,Regular School District
0903535,CT-2130012,Regional School District 13,Middlesex County,135-A Pickett Lane,Durham,CT,06422,,(860)349-7200,1610.00000,142.30000,5.00000,41,Rural: Fringe,11.30000000,Regular School District
0903536,CT-2140012,Regional School District 14,Litchfield County,PO Box 469,Woodbury,CT,06798,,(203)263-4339,1647.00000,125.70000,4.00000,41,Rural: Fringe,13.10000000,Regular School District
